date,pm25,pm10,o3,no2,so2,co
2024-10-02,56.0,43.0,9.0,1.0,4.0,6.0
2024-10-03,59.0,73.0,9.0,1.0,5.0,6.0
2024-10-04,127.0,74.0,9.0,1.0,5.0,6.0
2024-10-05,132.0,79.0,9.0,1.0,5.0,7.0
2024-10-06,145.0,80.0,9.0,1.0,5.0,7.0
2024-10-07,146.0,68.0,9.0,1.0,5.0,6.0
2024-10-08,126.0,76.0,9.0,1.0,5.0,7.0
2024-10-09,142.0,89.0,9.0,1.0,5.0,7.0
2024-10-10,165.0,84.0,9.0,1.0,5.0,9.0
2024-10-11,161.0,77.0,9.0,1.0,5.0,9.0
2024-10-12,146.0,69.0,9.0,1.0,5.0,8.0
2024-10-13,116.0,65.0,9.0,1.0,5.0,9.0
2024-10-14,108.0,57.0,9.0,1.0,5.0,7.0
2024-10-15,83.0,58.0,9.0,1.0,5.0,7.0
2024-10-16,89.0,64.0,9.0,1.0,5.0,9.0
2024-10-17,101.0,55.0,9.0,1.0,5.0,8.0
2024-10-18,69.0,55.0,9.0,1.0,5.0,8.0
2024-10-19,69.0,57.0,9.0,1.0,5.0,8.0
2024-10-20,78.0,59.0,9.0,1.0,5.0,8.0
2024-10-21,100.0,56.0,9.0,1.0,5.0,6.0
2024-10-22,94.0,33.0,9.0,1.0,5.0,4.0
2024-10-23,41.0,61.0,9.0,1.0,5.0,8.0
2024-10-24,94.0,76.0,9.0,1.0,5.0,8.0
2024-10-25,139.0,68.0,9.0,1.0,5.0,5.0
2024-10-26,117.0,47.0,9.0,1.0,5.0,3.0
2024-10-27,67.0,33.0,9.0,1.0,5.0,3.0
2024-10-28,42.0,43.0,9.0,1.0,5.0,8.0
2024-10-29,67.0,69.0,9.0,1.0,5.0,7.0
2024-10-30,120.0,92.0,9.0,1.0,5.0,13.0
2024-10-31,164.0,81.0,9.0,1.0,5.0,7.0
2024-11-01,133.0,68.0,9.0,1.0,5.0,6.0
2024-11-02,116.0,78.0,9.0,1.0,5.0,7.0
2024-11-03,145.0,68.0,9.0,1.0,5.0,6.0
2024-11-04,133.0,63.0,9.0,1.0,5.0,7.0
2024-11-05,119.0,70.0,9.0,1.0,5.0,7.0
2024-11-06,137.0,82.0,9.0,1.0,5.0,8.0
2024-11-07,155.0,77.0,9.0,1.0,5.0,8.0
2024-11-08,144.0,93.0,9.0,1.0,5.0,9.0
2024-11-09,167.0,90.0,9.0,1.0,5.0,9.0
2024-11-10,169.0,94.0,9.0,1.0,5.0,9.0
2024-11-11,170.0,89.0,9.0,1.0,6.0,11.0
2024-11-12,156.0,78.0,9.0,1.0,5.0,8.0
2024-11-13,139.0,79.0,9.0,1.0,6.0,10.0
2024-11-14,136.0,73.0,9.0,1.0,5.0,9.0
2024-11-15,119.0,60.0,9.0,1.0,5.0,7.0
2024-11-16,89.0,59.0,9.0,1.0,5.0,6.0
2024-11-17,89.0,71.0,9.0,1.0,6.0,7.0
2024-11-18,123.0,57.0,9.0,1.0,5.0,6.0
2024-11-19,95.0,57.0,9.0,1.0,5.0,7.0
2024-11-20,74.0,56.0,9.0,1.0,5.0,5.0
2024-11-21,85.0,61.0,9.0,1.0,5.0,6.0
2024-11-22,104.0,65.0,9.0,1.0,5.0,6.0
2024-11-23,110.0,73.0,9.0,1.0,5.0,7.0
2024-11-24,132.0,89.0,9.0,1.0,5.0,11.0
2024-11-25,164.0,55.0,9.0,1.0,5.0,5.0
2024-11-26,74.0,53.0,9.0,1.0,5.0,5.0
2024-11-27,81.0,38.0,9.0,1.0,5.0,3.0
2024-11-28,51.0,57.0,9.0,1.0,5.0,7.0
2024-11-29,92.0,83.0,9.0,1.0,5.0,8.0
2024-11-30,147.0,80.0,9.0,1.0,5.0,8.0
2024-12-01,142.0,81.0,9.0,1.0,5.0,8.0
2024-12-02,143.0,69.0,9.0,1.0,6.0,8.0
2024-12-03,100.0,68.0,9.0,1.0,5.0,8.0
2024-12-04,91.0,73.0,9.0,1.0,5.0,9.0
2024-12-05,107.0,80.0,9.0,1.0,6.0,10.0
2024-12-06,125.0,67.0,9.0,1.0,5.0,5.0
2024-12-07,119.0,32.0,9.0,1.0,5.0,4.0
2024-12-08,40.0,59.0,9.0,1.0,5.0,7.0
2024-12-09,108.0,111.0,9.0,1.0,5.0,12.0
2024-12-10,192.0,74.0,9.0,1.0,5.0,6.0
2024-12-11,122.0,42.0,9.0,1.0,5.0,3.0
2024-12-12,49.0,49.0,9.0,1.0,5.0,5.0
2024-12-13,67.0,49.0,8.666666666666666,1.0,5.0,4.0
2024-12-14,84.0,49.0,8.333333333333334,1.0,5.0,4.0
2024-12-15,110.0,61.0,8.0,1.0,5.0,8.0
2024-12-16,143.0,87.0,7.666666666666667,1.0,5.0,13.0
2024-12-17,195.0,71.0,7.333333333333334,1.0,5.0,9.0
2024-12-18,153.0,72.0,7.0,1.0,5.0,9.0
2024-12-19,156.0,73.0,15.0,1.0,5.0,9.0
2024-12-20,161.0,77.0,16.0,1.0,5.0,8.0
2024-12-21,172.0,99.0,23.0,1.0,5.0,9.0
2024-12-22,214.0,100.0,26.0,1.0,5.0,13.0
2024-12-23,192.0,93.0,21.0,1.0,5.0,10.0
2024-12-24,180.0,111.0,11.0,1.0,6.0,12.0
2024-12-25,207.0,82.0,25.0,1.0,6.0,8.0
2024-12-26,171.0,55.0,17.0,1.0,5.0,4.0
2024-12-27,128.0,50.0,20.0,1.0,5.0,8.0
2024-12-28,111.0,73.0,19.0,1.0,5.0,9.0
2024-12-29,156.0,64.5,14.0,1.0,4.5,7.5
2024-07-01,54.0,56.0,9.0,1.0,4.0,6.0
2024-07-02,72.0,55.0,9.0,1.0,4.0,11.0
2024-07-03,72.0,33.0,9.0,1.0,4.0,5.0
2024-07-04,29.0,27.0,9.0,1.0,4.0,3.0
2024-07-05,24.0,47.0,8.0,1.0,4.0,5.0
2024-07-06,50.0,32.0,10.0,1.0,4.0,3.0
2024-07-07,26.0,35.0,10.0,1.0,4.0,4.0
2024-07-08,29.0,37.0,10.0,1.0,4.0,5.0
2024-07-09,35.0,48.0,11.0,1.0,4.0,8.0
2024-07-10,55.0,53.0,9.0,1.0,4.0,7.0
2024-07-11,59.0,44.0,11.0,1.0,4.0,7.0
2024-07-12,41.0,39.0,11.0,1.0,4.0,5.0
2024-07-13,37.0,33.0,9.0,1.0,4.0,6.0
2024-07-14,36.0,34.0,9.0,1.0,4.0,4.0
2024-07-15,43.0,38.0,9.0,1.0,4.0,6.0
2024-07-16,50.0,48.0,9.0,1.0,4.0,6.0
2024-07-17,50.0,28.0,8.0,1.0,4.0,7.0
2024-07-18,32.0,44.0,9.0,1.0,4.0,10.0
2024-07-19,51.0,48.0,10.0,1.0,4.0,9.0
2024-07-20,57.0,52.0,14.0,1.0,4.0,6.0
2024-07-21,51.0,39.0,9.0,1.0,4.0,6.0
2024-07-22,55.0,27.0,9.333333333333334,1.0,4.0,5.0
2024-07-23,38.0,40.5,9.666666666666666,1.0,4.0,6.5
2024-07-25,44.0,54.0,10.0,1.0,4.0,8.0
2024-07-26,66.0,60.0,10.0,1.0,4.0,6.0
2024-07-27,82.0,36.0,8.0,1.0,4.0,6.0
2024-07-28,57.0,43.0,8.0,1.0,4.0,10.0
2024-07-29,48.0,33.0,8.0,1.0,4.0,8.0
2024-07-30,39.0,32.0,7.0,1.0,4.0,7.0
2024-07-31,29.0,44.0,7.0,1.0,4.0,7.0
2024-08-01,42.0,42.0,7.0,1.0,4.0,6.0
2024-08-02,32.0,48.0,6.0,1.0,4.0,8.0
2024-08-03,43.0,39.0,7.0,1.0,4.0,5.0
2024-08-04,41.0,49.0,8.0,1.0,4.0,8.0
2024-08-05,60.0,49.0,7.0,1.0,4.0,8.0
2024-08-06,56.0,54.0,7.0,1.0,4.0,8.0
2024-08-07,66.0,48.0,7.0,1.0,4.0,7.0
2024-08-08,54.0,40.0,7.0,1.0,4.0,5.0
2024-08-09,43.0,47.0,8.0,1.0,4.0,6.0
2024-08-10,51.0,35.0,6.0,1.0,4.0,5.0
2024-08-11,32.0,58.0,7.0,1.0,4.0,9.0
2024-08-12,77.0,41.0,8.0,1.0,4.0,5.0
2024-08-13,59.0,30.0,7.0,1.0,4.0,5.0
2024-08-14,41.0,44.0,7.0,1.0,4.0,6.0
2024-08-15,53.0,57.0,7.0,1.0,4.0,7.0
2024-08-16,87.0,66.0,8.0,1.0,4.0,9.0
2024-08-17,114.0,62.0,7.0,1.0,4.0,8.0
2024-08-18,103.0,65.0,7.0,1.0,4.0,9.0
2024-08-19,108.0,50.0,8.0,1.0,4.0,9.0
2024-08-20,66.0,39.0,8.0,1.0,4.0,8.0
2024-08-21,49.0,49.0,6.0,1.0,4.0,6.0
2024-08-22,48.0,35.0,6.0,1.0,4.0,9.0
2024-08-23,48.0,38.0,6.0,1.0,4.0,8.0
2024-08-24,53.0,32.0,7.0,1.0,4.0,7.0
2024-08-25,31.0,41.0,7.0,1.0,4.0,8.0
2024-08-26,47.0,49.0,6.0,1.0,4.0,9.0
2024-08-27,63.0,59.0,7.0,1.0,4.0,7.0
2024-08-28,85.0,61.0,7.0,1.0,4.0,10.0
2024-08-29,96.0,32.0,8.0,1.0,4.0,6.0
2024-08-30,35.0,54.0,7.0,1.0,4.0,9.0
2024-08-31,73.0,47.0,7.0,1.0,4.0,5.0
2024-09-01,74.0,44.0,7.0,1.0,4.0,5.0
2024-09-02,61.0,27.0,7.0,1.0,4.0,5.0
2024-09-03,36.0,53.0,7.0,1.0,4.0,6.0
2024-09-04,88.0,60.0,8.0,1.0,4.0,6.0
2024-09-05,94.0,43.0,7.0,1.0,4.0,6.0
2024-09-06,58.0,25.0,7.0,1.0,4.0,1.0
2024-09-07,23.0,17.0,7.0,1.0,4.0,3.0
2024-09-08,24.0,29.0,8.0,1.0,4.0,7.0
2024-09-09,28.0,21.0,7.0,1.0,4.0,7.0
2024-09-10,34.0,20.0,7.0,1.0,4.0,7.0
2024-09-11,34.0,29.0,8.0,1.0,5.0,6.0
2024-09-12,43.0,29.0,7.0,1.0,4.5,7.0
2024-09-13,40.0,36.5,9.0,1.0,4.0,4.0
2024-09-27,80.0,44.0,9.4,1.0,5.0,5.0
2024-09-28,48.0,37.0,9.8,1.0,5.0,5.0
2024-09-29,45.0,22.0,10.2,1.0,4.0,2.0
2024-09-30,26.0,47.0,10.6,1.0,5.5,4.5
2024-04-01,118.0,72.0,11.0,1.0,7.0,7.0
2024-04-02,103.0,78.0,11.0,1.0,8.0,8.0
2024-04-03,112.0,73.0,11.0,1.0,7.0,8.0
2024-04-04,100.0,59.0,11.0,1.0,8.0,5.0
2024-04-05,69.0,54.0,10.0,1.0,7.0,6.0
2024-04-06,63.0,47.0,10.0,1.0,7.0,8.0
2024-04-07,65.0,48.0,10.0,1.0,7.0,7.0
2024-04-08,45.0,56.0,6.0,1.0,7.0,9.0
2024-04-09,79.0,67.0,7.0,1.0,8.0,11.0
2024-04-10,99.0,61.0,10.0,1.0,8.0,9.0
2024-04-11,86.0,61.0,10.0,1.0,7.0,6.0
2024-04-12,72.0,54.0,10.0,1.0,7.0,4.0
2024-04-13,55.0,59.0,10.0,1.0,7.0,5.0
2024-04-24,136.0,65.0,9.5,1.0,8.0,7.0
2024-04-25,105.0,75.0,9.0,1.0,7.0,9.0
2024-04-26,114.0,76.0,9.0,1.0,8.0,7.0
2024-04-27,120.0,60.0,9.0,1.0,8.0,6.5
2024-05-08,65.0,44.0,9.0,1.0,8.0,6.0
2024-05-09,53.0,58.0,9.0,1.0,8.0,7.0
2024-05-10,78.0,49.0,9.0,1.0,8.0,4.0
2024-05-11,59.0,50.0,9.0,1.0,8.0,6.0
2024-05-12,54.0,35.0,9.0,1.0,8.0,5.0
2024-05-13,45.0,56.0,12.0,1.0,8.0,6.0
2024-05-14,82.0,50.0,10.0,1.0,8.0,8.0
2024-05-15,60.0,60.0,10.0,1.0,8.0,7.0
2024-05-16,89.0,60.0,12.0,1.0,8.0,6.0
2024-05-17,80.0,48.0,11.0,1.0,8.0,3.0
2024-05-18,48.0,45.0,12.0,1.0,8.0,5.0
2024-05-19,47.0,50.0,10.0,1.0,8.0,9.0
2024-05-20,62.0,64.0,11.0,1.0,8.0,8.0
2024-05-21,91.0,59.0,16.0,1.0,8.0,5.0
2024-05-22,89.0,63.0,11.0,1.0,8.0,10.0
2024-05-23,92.0,73.0,10.0,1.0,8.0,8.0
2024-05-24,99.0,37.0,11.0,1.0,8.0,6.0
2024-05-25,39.0,33.0,14.0,1.0,8.0,4.0
2024-05-26,30.0,54.0,13.0,1.0,8.0,8.0
2024-05-27,59.0,65.0,13.0,1.0,8.0,8.0
2024-05-28,85.0,56.0,14.0,1.0,8.0,6.0
2024-05-29,58.0,50.0,13.0,1.0,8.0,6.0
2024-05-30,47.0,39.0,10.0,1.0,8.0,8.0
2024-05-31,48.0,63.0,10.0,1.0,8.0,8.0
2024-06-01,98.0,60.0,11.0,1.0,8.0,6.0
2024-06-02,84.0,58.0,12.0,1.0,8.0,7.0
2024-06-03,76.0,56.0,12.0,1.0,8.0,7.0
2024-06-04,76.0,50.0,12.0,1.0,8.0,5.0
2024-06-05,65.0,35.0,8.0,1.0,8.0,7.0
2024-06-06,41.0,66.0,9.0,1.0,6.0,11.0
2024-06-07,94.0,54.0,6.0,1.0,4.0,7.0
2024-06-08,53.0,33.0,7.0,1.0,4.0,9.0
2024-06-09,40.0,52.0,6.0,1.0,4.0,9.0
2024-06-10,56.0,51.0,9.0,1.0,4.0,7.0
2024-06-11,52.0,55.0,11.0,1.0,4.0,7.0
2024-06-12,75.0,61.0,10.0,1.0,4.0,8.0
2024-06-13,82.0,65.0,9.0,1.0,4.0,9.0
2024-06-14,90.0,90.0,10.0,1.0,4.0,8.0
2024-06-15,163.0,68.0,10.0,1.0,4.0,6.0
2024-06-16,102.0,55.0,9.0,1.0,4.0,8.0
2024-06-17,68.0,54.0,8.0,1.0,4.0,8.0
2024-06-18,73.0,53.0,10.0,1.0,4.0,6.0
2024-06-19,61.0,57.0,10.0,1.0,4.0,8.0
2024-06-20,78.0,51.0,10.0,1.0,4.0,6.0
2024-06-21,61.0,41.0,10.0,1.0,4.0,4.0
2024-06-22,36.0,47.0,9.0,1.0,4.0,6.0
2024-06-23,55.0,35.0,9.0,1.0,4.0,8.0
2024-06-24,38.0,42.0,9.0,1.0,4.0,8.0
2024-06-25,47.0,43.0,8.0,1.0,4.0,8.0
2024-06-26,46.0,35.0,8.0,1.0,4.0,7.0
2024-06-27,34.0,37.0,8.0,1.0,4.0,5.0
2024-06-28,35.0,39.0,10.0,1.0,4.0,4.0
2024-06-29,36.0,46.0,10.0,1.0,4.0,5.0
2024-06-30,44.0,53.0,9.0,1.0,4.0,7.0
2024-01-01,140.0,65.0,13.0,27.0,24.0,8.0
2024-01-02,98.0,52.0,11.0,21.0,23.0,7.0
2024-01-03,70.0,64.0,7.0,31.0,25.0,10.0
2024-01-04,122.0,80.0,12.0,34.0,24.0,10.0
2024-01-05,152.0,66.0,14.0,28.0,24.0,8.0
2024-01-06,106.0,64.0,14.0,27.0,23.0,7.0
2024-01-07,95.0,64.0,13.0,23.0,23.0,7.0
2024-01-08,90.0,62.0,9.0,25.0,23.0,8.0
2024-01-09,82.0,55.0,6.0,22.0,23.0,9.0
2024-01-10,83.0,29.0,5.0,16.0,23.0,7.0
2024-01-11,51.0,16.0,5.0,15.0,15.0,7.0
2024-01-12,31.0,44.0,5.0,19.0,8.0,9.0
2024-01-13,82.0,62.0,7.0,22.0,8.0,9.0
2024-01-14,116.0,67.0,6.0,26.0,8.0,10.0
2024-01-15,108.0,68.0,7.0,31.0,8.0,10.0
2024-01-16,100.0,64.0,5.0,27.0,9.0,10.0
2024-01-17,112.0,56.5,8.5,21.0,8.0,7.5
2024-01-24,69.0,49.0,12.0,15.0,7.0,5.0
2024-01-25,90.0,54.0,10.0,14.0,7.0,4.0
2024-01-26,116.0,46.0,8.0,13.0,8.0,5.0
2024-01-27,112.0,40.0,11.0,12.0,8.0,4.0
2024-01-28,89.0,50.0,10.0,18.0,8.0,7.0
2024-01-29,117.0,68.0,6.0,24.0,8.0,10.0
2024-01-30,160.0,79.0,6.0,25.0,8.0,13.0
2024-01-31,175.0,84.0,6.0,26.0,8.0,13.0
2024-02-01,170.0,83.0,10.0,23.0,8.0,11.0
2024-02-02,145.0,50.0,6.0,18.0,8.0,6.0
2024-02-03,64.0,45.0,8.0,16.0,7.0,5.0
2024-02-04,60.0,49.0,7.0,15.0,7.0,5.0
2024-02-05,66.0,54.0,6.0,9.0,7.0,8.0
2024-02-06,79.0,48.0,5.0,1.0,8.0,6.0
2024-02-07,76.0,28.0,10.0,1.0,7.5,4.0
2024-02-08,59.0,34.0,17.0,1.0,7.0,4.0
2024-02-09,65.0,58.0,18.0,5.0,7.0,4.0
2024-02-10,142.0,42.0,16.0,9.0,7.0,5.0
2024-02-11,91.0,54.0,16.0,11.0,7.0,4.0
2024-02-12,113.0,43.0,13.0,6.0,7.0,2.0
2024-02-13,63.0,43.0,13.0,6.0,7.0,3.0
2024-02-14,59.0,57.0,9.0,7.0,7.0,7.0
2024-02-15,82.0,63.0,10.0,6.0,8.0,7.0
2024-02-16,118.0,54.0,11.0,4.0,8.0,5.0
2024-02-17,89.0,48.0,8.0,4.0,7.0,4.0
2024-02-18,68.0,49.0,6.0,4.0,7.0,6.0
2024-02-19,57.0,52.0,6.0,3.0,7.0,5.0
2024-02-20,75.0,56.0,7.0,4.0,7.0,6.0
2024-02-21,78.0,55.0,6.0,4.0,7.0,8.0
2024-02-22,70.0,52.0,6.0,3.0,7.0,7.0
2024-02-23,96.0,17.0,5.0,2.0,8.0,4.0
2024-02-24,38.0,22.0,5.0,2.0,8.0,4.0
2024-02-25,38.0,34.0,5.0,3.0,8.0,5.0
2024-02-26,62.0,26.0,6.0,3.0,8.0,4.0
2024-02-27,47.0,43.0,5.0,3.0,8.0,6.0
2024-02-28,86.0,29.0,9.0,2.0,8.0,4.0
2024-02-29,55.0,27.0,11.0,3.0,8.0,5.0
2024-03-01,46.0,42.0,12.0,3.0,8.0,6.0
2024-03-02,84.0,58.0,10.0,3.0,8.0,5.0
2024-03-03,127.0,70.0,7.0,3.0,8.0,12.0
2024-03-04,145.0,111.0,16.0,3.0,8.0,12.0
2024-03-05,197.0,93.0,14.0,2.0,8.0,9.0
2024-03-06,167.0,73.0,11.0,2.0,7.0,8.0
2024-03-07,131.0,86.0,7.0,1.0,8.0,10.0
2024-03-08,170.0,77.0,7.0,1.0,8.0,7.0
2024-03-09,154.0,41.0,6.0,1.0,8.0,6.0
2024-03-10,65.0,45.0,10.0,1.0,9.0,9.0
2024-03-11,74.0,78.0,10.0,1.0,8.0,9.0
2024-03-12,148.0,66.0,9.0,1.0,8.0,9.0
2024-03-13,118.0,44.0,7.0,1.0,8.0,9.0
2024-03-14,83.0,62.0,5.0,1.0,8.0,11.0
2024-03-15,109.0,58.0,9.0,1.0,8.0,7.0
2024-03-16,73.0,57.0,8.0,1.0,8.0,6.0
2024-03-17,80.0,53.0,10.0,1.0,7.0,8.0
2024-03-18,68.0,43.0,15.0,1.0,7.0,5.0
2024-03-19,65.0,58.0,8.0,1.0,8.0,10.0
2024-03-20,88.0,78.0,14.0,1.0,8.0,9.0
2024-03-21,130.0,72.0,13.0,1.0,8.0,8.0
2024-03-22,112.0,56.0,9.0,1.0,8.0,5.0
2024-03-23,76.0,54.0,11.0,1.0,7.0,6.0
2024-03-24,72.0,56.0,11.0,1.0,7.0,7.0
2024-03-25,72.0,59.0,11.0,1.0,7.0,6.0
2024-03-26,73.0,60.0,10.0,1.0,7.0,5.0
2024-03-27,93.0,63.0,11.0,1.0,7.0,8.0
2024-03-28,89.0,67.0,10.0,1.0,8.0,9.0
2024-03-29,104.0,67.0,8.0,1.0,8.0,8.0
2024-03-30,103.0,68.0,11.0,1.0,7.0,7.0
2024-03-31,109.0,77.0,11.0,1.0,7.0,7.0
2023-10-01,70.0,47.0,7.0,31.0,20.0,9.0
2023-10-02,77.0,53.0,12.0,31.0,20.0,8.0
2023-10-03,91.0,53.0,11.0,30.0,21.0,8.0
2023-10-04,90.0,50.0,9.0,27.0,20.0,8.0
2023-10-05,71.0,53.0,7.0,24.0,20.0,7.0
2023-10-06,67.0,46.0,7.0,19.0,20.0,6.0
2023-10-07,60.0,28.0,20.0,18.0,19.0,4.0
2023-10-08,41.0,39.0,20.0,20.0,19.0,4.0
2023-10-09,63.0,35.0,19.0,20.0,19.0,4.0
2023-10-10,50.0,43.0,19.0,22.0,20.0,5.0
2023-10-11,66.0,37.0,11.0,19.0,20.0,4.0
2023-10-12,57.0,49.0,15.0,24.0,20.0,6.0
2023-10-13,80.0,56.0,17.0,20.0,21.0,5.0
2023-10-14,96.0,34.0,20.0,17.0,20.0,4.0
2023-10-15,50.0,58.0,23.0,27.0,20.0,7.0
2023-10-16,107.0,68.0,37.0,31.0,21.0,8.0
2023-10-17,127.0,76.0,23.0,33.0,22.0,9.0
2023-10-18,140.0,76.0,18.0,27.0,22.0,7.0
2023-10-19,132.0,48.0,17.0,20.0,21.0,5.0
2023-10-20,70.0,38.0,22.0,22.0,20.0,5.0
2023-10-21,49.0,48.0,23.0,25.0,20.0,5.0
2023-10-22,76.0,64.0,17.0,27.0,21.0,7.0
2023-10-23,117.0,74.0,15.0,32.0,22.0,8.0
2023-10-24,133.0,79.0,17.0,30.0,22.0,8.0
2023-10-25,148.0,62.0,11.0,37.0,22.0,9.0
2023-10-26,98.0,86.0,15.0,39.0,23.0,9.0
2023-10-27,155.0,53.0,9.0,21.0,22.0,5.0
2023-10-28,77.0,41.0,8.0,17.0,21.0,4.0
2023-10-29,67.0,36.0,12.0,27.0,22.0,9.0
2023-10-30,50.0,62.0,21.0,29.0,28.0,9.0
2023-10-31,113.0,68.0,24.0,27.0,24.0,6.0
2023-11-01,124.0,79.0,25.0,36.0,28.0,8.0
2023-11-02,142.0,62.0,13.0,27.0,30.0,7.0
2023-11-03,98.0,46.0,7.0,21.0,26.0,6.0
2023-11-04,52.0,46.0,7.0,20.0,24.0,5.0
2023-11-05,52.0,51.0,7.0,25.0,26.0,7.0
2023-11-06,63.0,35.0,7.0,19.0,30.0,5.0
2023-11-07,45.0,64.0,21.0,26.0,31.0,7.0
2023-11-08,107.0,56.0,8.0,28.0,31.0,8.0
2023-11-09,80.0,55.0,8.0,25.0,31.0,8.0
2023-11-10,76.0,50.0,6.0,23.0,31.0,7.0
2023-11-11,59.0,48.0,6.0,25.0,31.0,6.0
